2017-12-06;05;49;24;18;17;07;39
2017-12-02;51;24;43;13;50;25;28
2017-11-29;32;41;20;39;26;34;10
2017-11-25;44;35;07;02;25;51;29
2017-11-22;48;03;29;25;26;16;45
2017-11-18;03;52;39;36;43;38;47
2017-11-15;22;37;02;49;42;36;16
2017-11-11;28;03;30;21;46;51;42
2017-11-08;24;47;39;51;01;38;31
2017-11-04;11;05;38;25;49;32;41
2017-11-01;28;12;03;47;42;43;23
2017-10-28;46;06;19;38;45;01;50
2017-10-25;18;05;39;14;52;32;17
2017-10-21;37;36;20;23;44;27;24
2017-10-18;23;45;38;09;43;25;18
2017-10-14;21;33;22;05;01;44;16
2017-10-11;28;24;05;42;15;49;41
2017-10-07;43;18;50;29;22;32;25
2017-10-04;33;38;27;35;25;01;12
2017-09-30;19;24;07;51;11;25;26
2017-09-27;44;11;16;08;10;35;52
2017-09-23;02;33;43;19;31;52;22
2017-09-20;22;07;34;37;03;24;44
2017-09-16;37;02;07;10;33;44;11
2017-09-13;49;19;04;21;10;31;35
2017-09-09;35;16;27;51;09;37;40
2017-09-06;24;51;01;44;07;29;23
2017-09-02;30;25;03;04;01;21;41
2017-08-30;32;35;10;33;39;42;31
2017-08-26;36;28;34;25;01;49;14
2017-08-23;27;07;40;01;26;06;10
2017-08-19;42;13;47;33;23;51;52
2017-08-16;50;49;31;28;39;22;21
2017-08-12;24;46;34;40;41;38;09
2017-08-09;46;01;20;27;32;10;08
2017-08-05;31;45;06;39;07;33;14
2017-08-02;31;49;08;39;29;12;17
2017-07-29;26;49;16;25;35;19;48
2017-07-26;23;09;24;49;10;38;05
2017-07-22;31;27;11;30;13;45;46
2017-07-19;08;09;38;16;05;02;26
2017-07-15;46;17;13;26;48;30;34
2017-07-12;35;33;31;40;24;01;04
2017-07-08;05;40;33;38;45;36;27
2017-07-05;44;16;29;32;30;37;10
2017-07-01;19;26;16;25;12;06;48
2017-06-28;15;20;30;25;29;47;38
2017-06-24;42;37;15;31;26;18;49
2017-06-21;18;09;05;24;08;44;30
2017-06-17;15;31;22;34;36;07;38
2017-06-14;14;19;42;12;33;11;27
2017-06-10;27;04;42;12;47;11;28
2017-06-07;28;13;01;03;32;45;10
2017-06-03;33;23;26;06;47;46;22
2017-05-31;30;44;48;14;39;34;35
2017-05-27;11;06;21;10;39;47;17
2017-05-24;30;40;14;09;01;16;39
2017-05-20;02;12;30;23;01;41;34
2017-05-17;41;25;32;28;27;12;36
2017-05-13;26;08;10;32;09;22;17
2017-05-10;26;43;41;05;19;44;33
2017-05-06;04;09;02;30;48;32;35
2017-05-03;24;37;09;16;11;30;49
2017-04-29;01;07;29;43;47;22;45
2017-04-26;09;48;13;35;47;02;31
2017-04-22;23;38;26;47;18;03;22
2017-04-19;20;35;13;48;26;39;22
2017-04-15;35;38;23;27;49;14;21
2017-04-12;15;26;06;43;20;18;37
2017-04-08;34;27;22;44;08;09;01
2017-04-05;08;43;26;11;06;35;27
2017-04-01;23;24;47;31;03;35;02
2017-03-29;11;28;29;13;18;31;40
2017-03-25;25;05;24;09;19;01;17
2017-03-22;35;05;22;07;17;25;49
2017-03-18;05;02;49;07;20;13;21
2017-03-15;25;01;36;31;14;13;37
2017-03-11;18;09;46;24;27;34;01
2017-03-08;19;20;38;44;11;17;35
2017-03-04;07;38;12;41;31;09;25
2017-03-01;44;04;41;43;40;34;06
2017-02-25;07;45;40;34;27;23;26
2017-02-22;39;07;12;48;46;16;14
2017-02-18;08;36;34;14;31;19;06
2017-02-15;19;48;05;47;02;15;30
2017-02-11;37;16;31;29;22;12;09
2017-02-08;28;32;24;23;05;48;46
2017-02-04;07;19;13;38;41;39;27
2017-02-01;34;24;48;09;49;14;42
2017-01-28;10;31;13;30;14;18;49
2017-01-25;02;17;01;16;34;19;45
2017-01-21;41;09;31;19;36;35;13
2017-01-18;32;27;23;12;04;28;33
2017-01-14;35;03;30;14;16;26;07
2017-01-11;30;46;47;10;06;36;31
2017-01-07;30;14;33;49;27;28;12
2017-01-04;29;05;20;41;06;43;15
2018-12-29;09;15;50;07;52;51;33
2018-12-26;15;12;06;20;29;01;26
2018-12-22;39;24;45;02;19;51;40
2018-12-19;52;19;38;33;14;45;51
2018-12-15;17;43;50;32;51;16;23
2018-12-12;38;50;24;37;06;34;40
2018-12-08;03;29;27;21;07;12;39
2018-12-05;11;08;25;02;26;28;44
2018-12-01;29;16;01;49;45;19;10
2018-11-28;04;20;02;40;45;38;24
2018-11-24;51;27;11;06;34;22;19
2018-11-21;10;36;27;22;46;52;39
2018-11-17;33;18;06;14;28;44;32
2018-11-14;32;36;12;26;27;18;33
2018-11-10;41;09;08;42;05;33;20
2018-11-07;29;08;02;47;35;42;18
2018-11-03;49;37;33;45;11;41;26
2018-10-31;23;17;06;18;47;33;16
2018-10-27;09;16;41;44;33;13;11
2018-10-24;20;32;02;18;34;22;46
2018-10-20;08;39;47;18;45;09;36
2018-10-17;11;40;38;48;17;44;29
2018-10-13;47;29;23;22;49;15;37
2018-10-10;47;51;32;14;49;22;46
2018-10-06;03;27;41;40;44;19;31
2018-10-03;49;43;03;35;44;37;01
2018-09-29;20;51;26;23;41;42;16
2018-09-26;03;37;29;01;40;41;25
2018-09-22;04;36;30;44;52;43;38
2018-09-19;21;29;14;19;07;39;26
2018-09-15;16;26;41;43;04;09;14
2018-09-12;33;13;39;04;09;18;29
2018-09-08;43;52;40;06;14;25;16
2018-09-05;01;07;22;15;31;29;06
2018-09-01;01;29;26;14;11;25;20
2018-08-29;02;29;28;10;46;14;41
2018-08-25;09;23;20;14;10;18;11
2018-08-22;46;03;23;21;02;41;09
2018-08-18;18;01;31;36;29;35;46
2018-08-15;16;05;25;13;36;50;33
2018-08-11;51;37;17;25;24;36;29
2018-08-08;11;14;48;13;41;20;34
2018-08-04;14;42;02;21;28;36;47
2018-08-01;24;08;49;02;27;18;10
2018-07-28;33;45;46;23;27;29;04
2018-07-25;48;27;02;18;23;06;43
2018-07-21;16;05;14;13;17;19;03
2018-07-18;46;21;12;26;17;08;11
2018-07-14;13;30;18;04;42;08;05
2018-07-11;40;37;17;30;05;06;39
2018-07-07;28;27;34;16;42;06;43
2018-07-04;07;06;36;31;17;01;50
2018-06-30;12;43;29;44;17;42;16
2018-06-27;06;02;40;04;39;37;52
2018-06-23;41;35;42;10;13;01;15
2018-06-20;14;46;30;22;27;04;07
2018-06-16;48;44;45;46;17;22;31
2018-06-13;47;35;45;42;19;36;02
2018-06-09;50;27;25;48;52;30;06
2018-06-06;02;10;48;15;06;27;43
2018-06-02;12;14;16;47;29;08;19
2018-05-30;30;14;06;46;07;03;05
2018-05-26;14;28;08;16;45;13;36
2018-05-23;23;05;49;31;11;24;25
2018-05-19;46;48;09;40;38;35;30
2018-05-16;48;22;01;02;36;31;45
2018-05-12;28;06;39;26;38;19;17
2018-05-09;10;05;36;48;11;12;14
2018-05-05;19;11;50;35;49;45;06
2018-05-02;49;05;36;22;15;47;52
2018-04-28;05;14;13;25;12;28;04
2018-04-25;43;44;07;37;51;13;10
2018-04-21;49;15;26;35;21;13;23
2018-04-18;10;12;32;39;13;50;42
2018-04-14;26;31;40;46;18;36;22
2018-04-11;35;10;24;33;02;46;05
2018-04-07;35;13;28;11;10;03;16
2018-04-04;50;36;30;52;28;17;31
2018-03-31;49;18;21;31;23;35;42
2018-03-28;01;22;26;06;17;18;30
2018-03-24;03;31;24;01;12;49;52
2018-03-21;32;50;49;11;19;01;22
2018-03-17;21;42;44;40;26;06;49
2018-03-14;05;08;47;14;23;41;34
2018-03-10;03;17;11;02;23;05;31
2018-03-07;52;24;38;17;30;32;37
2018-03-03;42;36;40;22;19;08;30
2018-02-28;51;39;30;28;05;09;47
2018-02-24;29;15;31;12;11;06;08
2018-02-21;49;17;36;26;01;14;32
2018-02-17;21;33;09;38;32;27;11
2018-02-14;40;02;28;18;45;46;22
2018-02-10;01;41;16;17;18;52;38
2018-02-07;19;49;06;50;47;52;16
2018-02-03;07;44;21;06;50;16;28
2018-01-31;34;19;18;26;42;40;01
2018-01-27;48;07;24;21;06;15;16
2018-01-24;03;40;32;18;19;24;25
2018-01-20;28;50;52;05;27;35;39
2018-01-17;41;28;18;24;30;12;47
2018-01-13;50;46;48;27;10;29;32
2018-01-10;23;49;31;45;41;47;19
2018-01-06;39;34;31;33;44;43;38
2018-01-03;24;37;03;35;31;43;39
2019-12-28;16;29;08;04;11;42;28
2019-12-21;03;15;01;45;29;35;52
2019-12-18;32;17;44;10;24;40;05
2019-12-14;06;23;34;49;03;02;20
2019-12-11;03;28;31;18;50;06;24
2019-12-07;34;11;46;20;15;12;27
2019-12-04;25;03;14;48;39;51;28
2019-11-30;43;04;17;34;08;18;48
2019-11-27;20;12;37;17;14;34;26
2019-11-23;10;25;27;09;52;51;05
2019-11-20;40;32;10;49;22;01;08
2019-11-16;22;47;35;11;19;44;26
2019-11-13;28;22;01;34;17;26;48
2019-11-09;19;41;50;23;52;16;20
2019-11-06;19;47;50;29;15;16;21
2019-11-02;02;04;33;46;20;13;27
2019-10-30;11;25;39;51;19;35;06
2019-10-26;24;33;30;14;37;18;28
2019-10-23;11;20;09;16;15;46;40
2019-10-19;48;08;27;17;38;52;30
2019-10-16;07;20;25;08;21;33;41
2019-10-12;34;25;24;48;13;08;38
2019-10-09;08;49;50;44;27;03;07
2019-10-05;23;24;02;25;12;43;17
2019-10-02;37;40;08;35;16;18;12
2019-09-28;42;46;17;24;28;03;14
2019-09-25;02;06;05;01;49;10;20
2019-09-21;23;10;29;22;31;41;20
2019-09-18;50;52;49;20;21;39;47
2019-09-14;04;28;47;25;27;37;29
2019-09-11;35;36;49;05;10;32;26
2019-09-07;13;33;14;09;23;20;46
2019-09-04;44;14;42;21;40;01;22
2019-08-31;39;41;27;15;22;25;19
2019-08-28;51;43;06;14;13;42;20
2019-08-24;13;03;26;33;18;47;01
2019-08-21;19;36;22;14;35;29;51
2019-08-17;52;14;49;05;51;40;02
2019-08-14;10;23;33;28;41;30;35
2019-08-10;20;45;26;21;48;06;44
2019-08-07;27;52;24;15;44;19;22
2019-08-03;12;26;49;33;47;22;09
2019-07-31;48;03;45;02;10;18;36
2019-07-27;48;08;44;33;52;40;21
2019-07-24;01;36;43;46;11;29;40
2019-07-20;08;29;32;24;28;51;45
2019-07-17;38;32;06;45;10;05;36
2019-07-13;06;22;43;42;26;17;29
2019-07-10;04;46;06;28;20;49;03
2019-07-06;29;01;41;21;26;38;23
2019-07-03;50;16;08;51;17;22;25
2019-06-29;45;41;51;52;38;43;37
2019-06-26;42;10;37;44;26;14;19
2019-06-22;52;03;10;33;09;48;19
2019-06-19;04;09;19;16;22;18;39
2019-06-15;32;02;13;09;04;39;21
2019-06-12;01;02;50;43;31;34;13
2019-06-08;49;44;16;11;52;14;45
2019-06-05;15;46;39;26;50;09;20
2019-06-01;46;50;04;30;12;27;23
2019-05-29;34;19;46;28;11;52;32
2019-05-25;17;34;06;12;04;32;08
2019-05-22;50;03;52;24;02;23;19
2019-05-18;52;01;13;05;36;20;16
2019-05-15;32;20;31;23;29;52;42
2019-05-11;28;36;41;35;45;25;48
2019-05-08;50;01;27;28;31;37;14
2019-05-04;03;27;50;34;41;32;16
2019-05-01;10;06;30;02;42;45;35
2019-04-27;04;19;21;43;44;51;13
2019-04-24;04;52;01;50;08;28;45
2019-04-20;30;39;05;16;10;33;13
2019-04-17;42;38;01;19;51;50;21
2019-04-13;39;22;34;46;13;16;37
2019-04-10;06;01;47;13;18;36;34
2019-04-06;29;23;13;43;25;14;39
2019-04-03;51;32;49;45;29;26;22
2019-03-30;28;22;16;37;36;10;42
2019-03-27;52;05;11;24;46;17;38
2019-03-23;34;40;33;02;38;46;21
2019-03-20;42;50;12;47;35;37;29
2019-03-16;12;51;02;47;34;31;06
2019-03-13;48;16;45;46;12;43;33
2019-03-09;48;32;24;49;36;20;22
2019-03-06;24;06;30;16;46;23;43
2019-03-02;35;20;16;34;17;29;06
2019-02-27;17;36;15;38;33;18;20
2019-02-23;13;02;03;52;25;40;38
2019-02-20;06;52;21;30;16;27;35
2019-02-16;10;39;25;47;29;17;27
2019-02-13;14;32;26;46;28;29;51
2019-02-09;40;17;06;49;10;31;24
2019-02-06;13;36;45;29;32;07;27
2019-02-02;32;19;06;01;28;48;40
2019-01-30;21;23;38;44;48;26;36
2019-01-26;11;45;29;40;07;23;14
2019-01-23;03;05;28;38;32;24;40
2019-01-19;07;02;39;24;46;17;27
2019-01-16;52;33;44;49;48;19;09
2019-01-12;21;16;04;11;46;18;12
2019-01-09;26;43;08;15;32;03;46
2019-01-05;39;27;35;14;25;05;01
2019-01-02;04;14;12;08;27;40;24
2020-12-30;10;42;02;38;36;19;21
2020-12-26;24;08;37;44;49;33;17
2020-12-23;15;44;05;22;23;07;37
2020-12-19;35;33;46;30;11;49;24
2020-12-16;02;29;01;50;33;36;22
2020-12-12;12;47;37;43;19;08;41
2020-12-09;30;44;42;32;48;21;01
2020-12-05;38;17;27;46;45;07;26
2020-12-02;27;37;38;34;48;09;19
2020-11-28;37;15;24;36;06;12;45
2020-11-25;33;20;05;11;14;10;15
2020-11-21;03;52;09;12;14;22;47
2020-11-18;20;08;44;42;27;01;47
2020-11-14;31;04;15;13;47;28;35
2020-11-11;46;19;23;45;36;16;06
2020-11-07;28;04;14;02;46;15;05
2020-11-04;17;34;02;51;24;14;19
2020-10-31;45;49;26;35;50;13;05
2020-10-28;20;06;30;51;16;44;28
2020-10-24;39;49;32;24;30;01;23
2020-10-21;36;42;10;29;51;43;19
2020-10-17;28;02;04;41;07;48;37
2020-10-14;45;01;35;52;49;51;16
2020-10-10;22;48;41;33;42;02;05
2020-10-07;26;22;01;42;16;45;36
2020-10-03;51;26;27;42;23;03;37
2020-09-30;18;33;26;09;28;25;11
2020-09-26;07;42;21;18;27;03;50
2020-09-23;46;08;17;20;10;40;47
2020-09-19;24;23;10;32;09;04;07
2020-09-16;32;44;51;49;28;52;15
2020-09-12;34;30;40;13;20;50;28
2020-09-09;08;31;43;35;33;15;40
2020-09-05;29;30;21;23;17;39;47
2020-09-02;28;48;09;21;16;37;49
2020-08-29;33;21;45;16;27;09;17
2020-08-26;12;11;43;41;49;01;15
2020-08-22;18;51;29;37;48;43;09
2020-08-19;26;42;01;49;07;27;18
2020-08-15;01;15;19;13;26;32;38
2020-08-12;12;24;30;23;49;44;36
2020-08-08;25;51;23;13;47;30;38
2020-08-05;23;39;51;31;33;07;30
2020-08-01;41;46;23;05;38;09;14
2020-07-29;48;26;06;23;16;33;07
2020-07-25;05;09;48;24;20;27;08
2020-07-22;13;04;07;19;52;12;46
2020-07-18;03;17;36;42;30;32;02
2020-07-15;11;27;19;15;04;38;48
2020-07-11;52;24;07;36;20;43;11
2020-07-08;08;10;16;03;43;17;52
2020-07-04;42;14;15;44;51;08;04
2020-07-01;41;13;30;21;32;05;40
2020-06-27;35;48;45;09;39;08;41
2020-06-24;19;09;03;21;14;24;08
2020-06-20;40;45;28;06;49;24;39
2020-06-17;52;36;40;32;35;01;51
2020-06-13;12;47;03;32;02;13;41
2020-06-10;23;18;34;49;15;16;32
2020-06-06;23;16;37;15;36;38;18
2020-06-03;26;43;31;16;23;07;34
2020-05-30;13;04;46;31;23;20;28
2020-05-27;03;42;39;15;09;24;04
2020-05-23;35;18;11;02;20;48;36
2020-05-20;06;27;30;25;13;36;32
2020-05-16;49;15;08;10;30;27;06
2020-05-13;05;08;01;06;18;10;34
2020-05-09;41;29;40;26;45;48;39
2020-05-06;01;28;32;16;49;29;47
2020-05-02;01;19;31;14;43;11;07
2020-04-29;43;30;25;09;26;33;23
2020-04-25;24;36;04;44;48;39;01
2020-04-22;02;33;38;20;14;01;09
2020-04-18;24;47;14;08;38;31;21
2020-04-15;24;48;33;51;28;36;46
2020-04-11;48;06;43;41;25;45;38
2020-04-08;42;43;08;18;02;29;34
2020-04-04;43;04;21;24;10;03;22
2020-04-01;51;15;07;32;42;45;01
2020-03-28;28;14;06;13;19;45;04
2020-03-25;10;47;25;19;13;42;35
2020-03-21;50;45;47;03;13;36;46
2020-03-18;50;48;42;45;07;37;43
2020-03-14;17;37;15;29;39;16;47
2020-03-11;38;46;22;04;34;17;06
2020-03-07;12;48;01;09;14;30;46
2020-03-04;50;43;26;47;10;35;02
2020-02-29;26;28;23;30;34;09;46
2020-02-26;23;48;51;25;44;34;41
2020-02-22;32;34;07;46;48;31;41
2020-02-19;11;17;39;52;22;13;02
2020-02-15;23;07;45;48;20;01;16
2020-02-12;16;32;18;38;39;44;31
2020-02-08;03;41;37;28;51;42;14
2020-02-05;03;41;20;06;45;21;29
2020-02-01;42;16;47;01;13;25;15
2020-01-29;13;50;34;15;28;37;02
2020-01-25;17;49;22;35;29;15;25
2020-01-22;12;37;52;19;24;31;14
2020-01-18;46;49;48;08;02;18;09
2020-01-15;31;06;36;42;25;41;50
2020-01-11;18;16;06;47;51;33;29
2020-01-08;50;43;19;14;45;21;37
2020-01-04;14;41;43;08;13;44;19
2020-01-01;05;42;04;40;24;47;17
2021-08-07;31;50;03;25;13;26;32
2021-08-04;51;27;37;26;30;21;29
2021-07-31;45;37;29;39;24;36;50
2021-07-28;28;01;13;22;27;05;25
2021-07-24;40;39;47;44;45;06;31
2021-07-21;28;13;23;31;03;06;21
2021-07-17;20;41;18;35;11;04;45
2021-07-14;13;52;26;46;22;44;27
2021-07-10;13;37;01;32;39;09;24
2021-07-07;39;23;26;34;29;32;10
2021-07-03;46;04;12;20;49;34;31
2021-06-30;38;10;37;29;08;50;30
2021-06-26;05;11;15;29;33;02;21
2021-06-23;12;43;52;30;38;35;34
2021-06-19;03;51;38;13;14;10;47
2021-06-16;07;37;49;51;08;29;43
2021-06-12;23;07;21;48;43;30;36
2021-06-09;36;15;11;34;48;50;43
2021-06-05;09;26;36;46;40;35;14
2021-06-02;33;26;27;47;22;31;34
2021-05-29;20;29;16;18;22;26;41
2021-05-26;29;52;22;50;06;45;32
2021-05-22;50;35;46;10;01;26;14
2021-05-19;06;16;45;12;35;01;02
2021-05-15;42;37;07;13;29;38;08
2021-05-12;20;11;42;02;13;31;16
2021-05-08;43;02;26;12;24;15;06
2021-05-05;14;32;19;31;06;28;39
2021-05-01;51;43;13;10;11;20;04
2021-04-28;18;22;31;07;48;20;29
2021-04-24;31;43;22;26;42;40;19
2021-04-21;31;07;10;01;23;11;08
2021-04-17;51;30;44;47;14;28;03
2021-04-14;48;08;01;26;05;19;30
2021-04-10;43;13;25;01;46;24;16
2021-04-07;46;39;07;13;30;37;17
2021-04-03;30;09;32;06;34;15;11
2021-03-31;52;39;47;16;49;01;23
2021-03-27;13;27;45;11;51;25;52
2021-03-24;01;45;42;41;49;23;43
2021-03-20;49;50;14;46;02;21;38
2021-03-17;04;11;31;25;47;37;20
2021-03-13;11;26;13;21;50;34;17
2021-03-10;01;16;07;45;41;52;31
2021-03-06;40;18;43;20;41;03;33
2021-03-03;08;11;50;49;26;34;13
2021-02-27;21;32;13;22;14;11;05
2021-02-24;29;10;16;49;12;07;21
2021-02-20;38;08;41;21;16;03;45
2021-02-17;43;06;03;25;01;35;11
2021-02-13;25;26;18;05;29;42;17
2021-02-10;12;21;42;15;01;10;48
2021-02-06;26;15;33;05;14;17;47
2021-02-03;10;51;22;07;18;36;29
2021-01-30;27;21;34;35;32;06;45
2021-01-27;38;15;03;02;42;13;44
2021-01-23;39;46;20;49;18;47;36
2021-01-20;20;48;19;32;46;24;38
2021-01-16;49;25;44;42;21;40;22
2021-01-13;48;03;15;01;36;25;02
2021-01-09;25;10;28;23;39;48;52
2021-01-06;04;50;52;10;41;20;48
2021-01-02;21;46;35;09;28;11;31
